"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
4,federal_directory_record,/es/agencias/departamento-del-trabajo,1054,"Departamento del Trabajo (DOL)",https://www.usa.gov/es/agencias/departamento-del-trabajo,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Departamento del Trabajo","Departamento del Trabajo","Departamento del Trabajo",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/departamento-del-trabajo,/es/agencias/departamento-del-trabajo,/es/agencias/departamento-del-trabajo,https://www.usa.gov/agencies/u-s-department-of-labor,,"USAGov en Español"
4,federal_directory_record,/agencies/agricultural-marketing-service,1055,"Agricultural Marketing Service (AMS)",https://www.usa.gov/agencies/agricultural-marketing-service,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Agricultural Marketing Service","Agricultural Marketing Service","Agricultural Marketing Service",/,/about-the-us,/agency-index,/agencies/agricultural-marketing-service,/agencies/agricultural-marketing-service,/agencies/agricultural-marketing-service,None,,"USAGov English"
4,federal_directory_record,/agencies/office-of-local-defense-community-cooperation,1057,"Office of Local Defense Community Cooperation",https://www.usa.gov/agencies/office-of-local-defense-community-cooperation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Office of Local Defense Community Cooperation","Office of Local Defense Community Cooperation","Office of Local Defense Community Cooperation",/,/about-the-us,/agency-index,/agencies/office-of-local-defense-community-cooperation,/agencies/office-of-local-defense-community-cooperation,/agencies/office-of-local-defense-community-cooperation,None,,"USAGov English"
4,federal_directory_record,/es/agencias/departamento-de-asuntos-de-los-veteranos,1060,"Departamento de Asuntos de los Veteranos (VA)",https://www.usa.gov/es/agencias/departamento-de-asuntos-de-los-veteranos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Departamento de Asuntos de los Veteranos","Departamento de Asuntos de los Veteranos","Departamento de Asuntos de los Veteranos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/departamento-de-asuntos-de-los-veteranos,/es/agencias/departamento-de-asuntos-de-los-veteranos,/es/agencias/departamento-de-asuntos-de-los-veteranos,https://www.usa.gov/agencies/u-s-department-of-veterans-affairs,,"USAGov en Español"
4,federal_directory_record,/agencies/national-cancer-institute,1062,"National Cancer Institute (NCI)",https://www.usa.gov/agencies/national-cancer-institute,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","National Cancer Institute","National Cancer Institute","National Cancer Institute",/,/about-the-us,/agency-index,/agencies/national-cancer-institute,/agencies/national-cancer-institute,/agencies/national-cancer-institute,https://www.usa.gov/es/agencias/instituto-nacional-del-cancer,,"USAGov English"
4,federal_directory_record,/agencies/maritime-administration,1063,"Maritime Administration (MARAD)",https://www.usa.gov/agencies/maritime-administration,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Maritime Administration","Maritime Administration","Maritime Administration",/,/about-the-us,/agency-index,/agencies/maritime-administration,/agencies/maritime-administration,/agencies/maritime-administration,None,,"USAGov English"
4,federal_directory_record,/es/agencias/corporacion-federal-de-seguro-de-depositos,1064,"Corporación Federal de Seguro de Depósitos (FDIC)",https://www.usa.gov/es/agencias/corporacion-federal-de-seguro-de-depositos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Corporación Federal de Seguro de Depósitos","Corporación Federal de Seguro de Depósitos","Corporación Federal de Seguro de Depósitos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/corporacion-federal-de-seguro-de-depositos,/es/agencias/corporacion-federal-de-seguro-de-depositos,/es/agencias/corporacion-federal-de-seguro-de-depositos,https://www.usa.gov/agencies/federal-deposit-insurance-corporation,,"USAGov en Español"
4,federal_directory_record,/agencies/alcohol-and-tobacco-tax-and-trade-bureau,1065,"Alcohol and Tobacco Tax and Trade Bureau (TTB)",https://www.usa.gov/agencies/alcohol-and-tobacco-tax-and-trade-bureau,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Alcohol and Tobacco Tax and Trade Bureau","Alcohol and Tobacco Tax and Trade Bureau","Alcohol and Tobacco Tax and Trade Bureau",/,/about-the-us,/agency-index,/agencies/alcohol-and-tobacco-tax-and-trade-bureau,/agencies/alcohol-and-tobacco-tax-and-trade-bureau,/agencies/alcohol-and-tobacco-tax-and-trade-bureau,https://www.usa.gov/es/agencias/oficina-de-impuestos-y-comercio-de-las-bebidas-alcoholicas-y-del-tabaco,,"USAGov English"
4,federal_directory_record,/agencies/u-s-military-academy-west-point,1066,"U.S. Military Academy, West Point",https://www.usa.gov/agencies/u-s-military-academy-west-point,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Military Academy, West Point","U.S. Military Academy, West Point","U.S. Military Academy, West Point",/,/about-the-us,/agency-index,/agencies/u-s-military-academy-west-point,/agencies/u-s-military-academy-west-point,/agencies/u-s-military-academy-west-point,None,,"USAGov English"
4,federal_directory_record,/agencies/energy-information-administration,1068,"Energy Information Administration (EIA)",https://www.usa.gov/agencies/energy-information-administration,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Energy Information Administration","Energy Information Administration","Energy Information Administration",/,/about-the-us,/agency-index,/agencies/energy-information-administration,/agencies/energy-information-administration,/agencies/energy-information-administration,None,,"USAGov English"
4,federal_directory_record,/agencies/office-of-manufactured-housing-programs,1069,"Office of Manufactured Housing Programs (OMHP)",https://www.usa.gov/agencies/office-of-manufactured-housing-programs,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Office of Manufactured Housing Programs","Office of Manufactured Housing Programs","Office of Manufactured Housing Programs",/,/about-the-us,/agency-index,/agencies/office-of-manufactured-housing-programs,/agencies/office-of-manufactured-housing-programs,/agencies/office-of-manufactured-housing-programs,https://www.usa.gov/es/agencias/programa-de-viviendas-prefabricadas,,"USAGov English"
4,federal_directory_record,/agencies/migratory-bird-conservation-commission,1070,"Migratory Bird Conservation Commission",https://www.usa.gov/agencies/migratory-bird-conservation-commission,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Migratory Bird Conservation Commission","Migratory Bird Conservation Commission","Migratory Bird Conservation Commission",/,/about-the-us,/agency-index,/agencies/migratory-bird-conservation-commission,/agencies/migratory-bird-conservation-commission,/agencies/migratory-bird-conservation-commission,None,,"USAGov English"
4,federal_directory_record,/es/agencias/oficina-del-derecho-de-autor,1071,"Oficina del Derecho de Autor",https://www.usa.gov/es/agencias/oficina-del-derecho-de-autor,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Oficina del Derecho de Autor","Oficina del Derecho de Autor","Oficina del Derecho de Autor",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/oficina-del-derecho-de-autor,/es/agencias/oficina-del-derecho-de-autor,/es/agencias/oficina-del-derecho-de-autor,https://www.usa.gov/agencies/copyright-office,,"USAGov en Español"
4,federal_directory_record,/agencies/animal-and-plant-health-inspection-service,1072,"Animal and Plant Health Inspection Service (APHIS)",https://www.usa.gov/agencies/animal-and-plant-health-inspection-service,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Animal and Plant Health Inspection Service","Animal and Plant Health Inspection Service","Animal and Plant Health Inspection Service",/,/about-the-us,/agency-index,/agencies/animal-and-plant-health-inspection-service,/agencies/animal-and-plant-health-inspection-service,/agencies/animal-and-plant-health-inspection-service,https://www.usa.gov/es/agencias/servicio-de-inspeccion-sanitaria-de-animales-y-plantas,,"USAGov English"
4,federal_directory_record,/agencies/u-s-national-central-bureau-interpol,1073,"U.S. National Central Bureau - Interpol",https://www.usa.gov/agencies/u-s-national-central-bureau-interpol,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. National Central Bureau - Interpol","U.S. National Central Bureau - Interpol","U.S. National Central Bureau - Interpol",/,/about-the-us,/agency-index,/agencies/u-s-national-central-bureau-interpol,/agencies/u-s-national-central-bureau-interpol,/agencies/u-s-national-central-bureau-interpol,None,,"USAGov English"
4,federal_directory_record,/es/agencias/agencia-federal-de-pequenos-negocios-de-estados-unidos,1074,"Agencia Federal de Pequeños Negocios de Estados Unidos (SBA)",https://www.usa.gov/es/agencias/agencia-federal-de-pequenos-negocios-de-estados-unidos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Agencia Federal de Pequeños Negocios de Estados Unidos","Agencia Federal de Pequeños Negocios de Estados Unidos","Agencia Federal de Pequeños Negocios de Estados Unidos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/agencia-federal-de-pequenos-negocios-de-estados-unidos,/es/agencias/agencia-federal-de-pequenos-negocios-de-estados-unidos,/es/agencias/agencia-federal-de-pequenos-negocios-de-estados-unidos,https://www.usa.gov/agencies/small-business-administration,,"USAGov en Español"
4,federal_directory_record,/agencies/office-of-environmental-management,1075,"Office of Environmental Management",https://www.usa.gov/agencies/office-of-environmental-management,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Office of Environmental Management","Office of Environmental Management","Office of Environmental Management",/,/about-the-us,/agency-index,/agencies/office-of-environmental-management,/agencies/office-of-environmental-management,/agencies/office-of-environmental-management,None,,"USAGov English"
4,federal_directory_record,/agencies/national-flood-insurance-program,1077,"National Flood Insurance Program (NFIP)",https://www.usa.gov/agencies/national-flood-insurance-program,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","National Flood Insurance Program","National Flood Insurance Program","National Flood Insurance Program",/,/about-the-us,/agency-index,/agencies/national-flood-insurance-program,/agencies/national-flood-insurance-program,/agencies/national-flood-insurance-program,https://www.usa.gov/es/agencias/programa-del-seguro-nacional-de-inundacion,,"USAGov English"
4,federal_directory_record,/agencies/millennium-challenge-corporation,1078,"Millennium Challenge Corporation (MCC)",https://www.usa.gov/agencies/millennium-challenge-corporation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Millennium Challenge Corporation","Millennium Challenge Corporation","Millennium Challenge Corporation",/,/about-the-us,/agency-index,/agencies/millennium-challenge-corporation,/agencies/millennium-challenge-corporation,/agencies/millennium-challenge-corporation,None,,"USAGov English"
4,federal_directory_record,/es/agencias/instituto-nacional-de-la-diabetes-y-las-enfermedades-digestivas-y-renales,1079,"Instituto Nacional de la Diabetes y las Enfermedades Digestivas y Renales (NIDDK)",https://www.usa.gov/es/agencias/instituto-nacional-de-la-diabetes-y-las-enfermedades-digestivas-y-renales,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Instituto Nacional de la Diabetes y las Enfermedades Digestivas y Renales","Instituto Nacional de la Diabetes y las Enfermedades Digestivas y Renales","Instituto Nacional de la Diabetes y las Enfermedades Digestivas y Renales",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/instituto-nacional-de-la-diabetes-y-las-enfermedades-digestivas-y-renales,/es/agencias/instituto-nacional-de-la-diabetes-y-las-enfermedades-digestivas-y-renales,/es/agencias/instituto-nacional-de-la-diabetes-y-las-enfermedades-digestivas-y-renales,https://www.usa.gov/agencies/national-institute-of-diabetes-and-digestive-and-kidney-diseases,,"USAGov en Español"
